gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
0,14,44,0,2,0,39,79,121,69.0,39.0,39.0,39.0,0.0,9.0,29.0,39.0,39.0,29.0,29.0,29.0,119,159,159,159,139,119.0,179.0,139.0,139.0,119.0,99.0,179,39,159,179,19,19,99,19,99,119,179,19,199,199,179,159,19,113.0,59,139.0,1
0,14,19,0,2,0,39,79,121,119.0,0.0,0.0,79.0,0.0,0.0,29.0,39.0,39.0,29.0,29.0,29.0,119,159,159,159,139,139.0,159.0,139.0,159.0,99.0,119.0,179,39,159,179,19,19,99,19,99,119,179,19,199,199,179,159,19,153.0,59,139.0,1
0,14,24,0,2,0,39,79,121,59.0,9.0,29.0,79.0,9.0,9.0,29.0,39.0,39.0,29.0,29.0,29.0,119,159,159,159,139,139.0,119.0,159.0,139.0,119.0,159.0,179,39,159,179,19,19,99,19,99,119,179,19,199,199,179,159,19,160.0,59,139.0,1
0,14,29,0,3,0,39,79,121,59.0,19.0,39.0,19.0,19.0,39.0,29.0,39.0,39.0,29.0,29.0,29.0,119,159,159,159,139,99.0,119.0,139.0,139.0,119.0,119.0,179,39,159,179,19,19,99,19,99,119,179,19,199,199,179,159,19,121.0,59,119.0,1
0,14,34,0,2,0,39,79,121,99.0,0.0,59.0,19.0,0.0,19.0,29.0,39.0,39.0,29.0,29.0,29.0,119,159,159,159,139,79.0,179.0,139.0,79.0,119.0,79.0,179,39,159,179,19,19,99,19,99,119,179,19,199,199,179,159,19,124.0,59,119.0,0
0,14,59,0,2,0,39,79,121,69.0,29.0,49.0,19.0,9.0,19.0,29.0,39.0,39.0,29.0,29.0,29.0,119,159,159,159,139,139.0,119.0,139.0,79.0,119.0,139.0,179,39,159,179,19,19,99,19,99,119,179,19,199,199,179,159,19,133.0,59,119.0,1
0,14,49,0,2,0,39,79,121,99.0,0.0,49.0,19.0,0.0,29.0,29.0,39.0,39.0,29.0,29.0,29.0,119,159,159,159,139,139.0,119.0,159.0,179.0,159.0,159.0,179,39,159,179,19,19,99,19,99,119,179,19,199,199,179,159,19,127.0,59,139.0,1
0,14,29,0,2,0,39,79,121,199.0,0.0,0.0,0.0,0.0,0.0,29.0,39.0,39.0,29.0,29.0,29.0,119,159,159,159,139,99.0,119.0,119.0,159.0,199.0,159.0,179,39,159,179,19,19,99,19,99,119,179,19,199,199,179,159,19,63.0,59,119.0,1
0,29,44,2,2,1,39,99,121,69.0,39.0,39.0,39.0,0.0,9.0,89.0,9.0,49.0,39.0,0.0,9.0,139,99,199,159,59,99.0,139.0,159.0,79.0,119.0,59.0,59,39,139,199,159,119,59,99,159,199,19,179,159,139,159,59,19,128.0,79,119.0,0
0,29,19,2,2,1,39,99,121,119.0,0.0,0.0,79.0,0.0,0.0,89.0,9.0,49.0,39.0,0.0,9.0,139,99,199,159,59,159.0,99.0,119.0,119.0,179.0,119.0,59,39,139,199,159,119,59,99,159,199,19,179,159,139,159,59,19,118.0,79,139.0,0
0,29,19,2,0,0,39,99,121,37.0,35.0,37.0,35.0,27.0,23.0,89.0,9.0,49.0,39.0,0.0,9.0,139,99,199,159,59,99.0,159.0,179.0,119.0,59.0,79.0,59,39,139,199,159,119,59,99,159,199,19,179,159,139,159,59,19,109.0,79,119.0,0
