gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
0,1,1,3,2,0,0,0,121,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,8,8,8,8,8,5.0,7.0,7.0,6.0,6.0,7.0,7,4,6,7,5,5,6,6,6,6,2,1,8,6,8,8,1,6.0,4,6.0,1
0,3,2,2,2,1,8,4,7,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,6,9,5,7,7,8.0,5.0,5.0,5.0,4.0,2.0,8,1,9,8,7,7,7,6,6,8,8,8,8,8,8,4,6,3.0,5,4.0,0
1,2,2,0,2,0,0,0,69,2.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8,8,8,8,8,9.0,9.0,9.0,9.0,9.0,9.0,8,5,5,5,3,3,7,5,5,7,0,4,2,2,6,1,6,5.0,4,9.0,1
0,0,2,2,2,1,3,4,192,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,5,8,7,6,7,5.0,7.0,6.0,3.0,6.0,1.0,7,8,6,6,6,5,1,1,6,6,6,4,6,5,7,8,4,5.0,6,5.0,1
1,2,2,2,0,0,1,2,23,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,6,7,7,7,5,4.0,6.0,8.0,7.0,7.0,7.0,8,7,5,7,5,2,5,0,8,5,2,1,6,7,9,4,0,6.0,5,7.0,0
0,2,1,2,2,1,2,1,130,0.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,7,8,7,8,9,8.0,8.0,7.0,9.0,7.0,6.0,1,1,1,9,7,7,6,7,8,7,0,8,7,7,8,3,1,6.0,4,7.0,0
1,2,1,3,2,0,2,0,142,4.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8,7,8,8,8,7.0,8.0,8.0,7.0,7.0,7.0,6,4,7,7,6,5,2,4,8,7,1,2,3,4,8,7,1,7.0,8,7.0,0
0,3,1,1,2,0,1,1,180,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,7,7,7,7,7,6.0,6.0,6.0,6.0,6.0,6.0,4,4,4,8,6,6,6,6,8,8,4,6,6,6,8,4,6,5.0,5,6.0,1
0,1,1,0,0,1,7,7,169,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,6,8,7,6,6,4.0,4.0,4.0,4.0,4.0,4.0,1,2,1,9,9,9,1,0,6,3,3,8,8,7,7,2,2,8.0,4,4.0,0
1,2,2,0,2,0,5,0,26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,8,6,8,8,6.0,7.0,7.0,7.0,4.0,4.0,4,5,2,6,5,2,3,2,6,7,6,7,7,3,3,3,0,3.0,5,6.0,1
