gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
0,3,11,0,2,0,9,19,121,17.0,9.0,9.0,9.0,0.0,2.0,7.0,9.0,9.0,7.0,7.0,7.0,29,39,39,39,34,29.0,44.0,34.0,34.0,29.0,24.0,44,9,39,44,4,4,24,4,24,29,44,4,49,49,44,39,4,28.0,14,34.0,1
0,3,4,0,2,0,9,19,121,29.0,0.0,0.0,19.0,0.0,0.0,7.0,9.0,9.0,7.0,7.0,7.0,29,39,39,39,34,34.0,39.0,34.0,39.0,24.0,29.0,44,9,39,44,4,4,24,4,24,29,44,4,49,49,44,39,4,38.0,14,34.0,1
0,3,6,0,2,0,9,19,121,14.0,2.0,7.0,19.0,2.0,2.0,7.0,9.0,9.0,7.0,7.0,7.0,29,39,39,39,34,34.0,29.0,39.0,34.0,29.0,39.0,44,9,39,44,4,4,24,4,24,29,44,4,49,49,44,39,4,40.0,14,34.0,1
0,3,7,0,3,0,9,19,121,14.0,4.0,9.0,4.0,4.0,9.0,7.0,9.0,9.0,7.0,7.0,7.0,29,39,39,39,34,24.0,29.0,34.0,34.0,29.0,29.0,44,9,39,44,4,4,24,4,24,29,44,4,49,49,44,39,4,30.0,14,29.0,1
0,3,8,0,2,0,9,19,121,24.0,0.0,14.0,4.0,0.0,4.0,7.0,9.0,9.0,7.0,7.0,7.0,29,39,39,39,34,19.0,44.0,34.0,19.0,29.0,19.0,44,9,39,44,4,4,24,4,24,29,44,4,49,49,44,39,4,31.0,14,29.0,0
0,3,14,0,2,0,9,19,121,17.0,7.0,12.0,4.0,2.0,4.0,7.0,9.0,9.0,7.0,7.0,7.0,29,39,39,39,34,34.0,29.0,34.0,19.0,29.0,34.0,44,9,39,44,4,4,24,4,24,29,44,4,49,49,44,39,4,33.0,14,29.0,1
0,3,12,0,2,0,9,19,121,24.0,0.0,12.0,4.0,0.0,7.0,7.0,9.0,9.0,7.0,7.0,7.0,29,39,39,39,34,34.0,29.0,39.0,44.0,39.0,39.0,44,9,39,44,4,4,24,4,24,29,44,4,49,49,44,39,4,31.0,14,34.0,1
0,3,7,0,2,0,9,19,121,49.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,9.0,7.0,7.0,7.0,29,39,39,39,34,24.0,29.0,29.0,39.0,49.0,39.0,44,9,39,44,4,4,24,4,24,29,44,4,49,49,44,39,4,15.0,14,29.0,1
0,7,11,2,2,1,9,24,121,17.0,9.0,9.0,9.0,0.0,2.0,22.0,2.0,12.0,9.0,0.0,2.0,34,24,49,39,14,24.0,34.0,39.0,19.0,29.0,14.0,14,9,34,49,39,29,14,24,39,49,4,44,39,34,39,14,4,32.0,19,29.0,0
0,7,4,2,2,1,9,24,121,29.0,0.0,0.0,19.0,0.0,0.0,22.0,2.0,12.0,9.0,0.0,2.0,34,24,49,39,14,39.0,24.0,29.0,29.0,44.0,29.0,14,9,34,49,39,29,14,24,39,49,4,44,39,34,39,14,4,29.0,19,34.0,0
0,7,4,2,0,0,9,24,121,9.0,8.0,9.0,8.0,6.0,5.0,22.0,2.0,12.0,9.0,0.0,2.0,34,24,49,39,14,24.0,39.0,44.0,29.0,14.0,19.0,14,9,34,49,39,29,14,24,39,49,4,44,39,34,39,14,4,27.0,19,29.0,0
0,7,6,2,2,1,9,24,121,14.0,2.0,7.0,19.0,2.0,2.0,22.0,2.0,12.0,9.0,0.0,2.0,34,24,49,39,14,34.0,44.0,34.0,29.0,24.0,34.0,14,9,34,49,39,29,14,24,39,49,4,44,39,34,39,14,4,19.0,19,34.0,1
0,7,7,2,3,0,9,24,121,14.0,4.0,9.0,4.0,4.0,9.0,22.0,2.0,12.0,9.0,0.0,2.0,34,24,49,39,14,29.0,39.0,34.0,44.0,34.0,39.0,14,9,34,49,39,29,14,24,39,49,4,44,39,34,39,14,4,32.0,19,39.0,0
0,7,8,2,2,1,9,24,121,24.0,0.0,14.0,4.0,0.0,4.0,22.0,2.0,12.0,9.0,0.0,2.0,34,24,49,39,14,39.0,34.0,39.0,14.0,29.0,9.0,14,9,34,49,39,29,14,24,39,49,4,44,39,34,39,14,4,43.0,19,29.0,0
0,7,14,2,2,1,9,24,121,17.0,7.0,12.0,4.0,2.0,4.0,22.0,2.0,12.0,9.0,0.0,2.0,34,24,49,39,14,34.0,24.0,44.0,29.0,34.0,44.0,14,9,34,49,39,29,14,24,39,49,4,44,39,34,39,14,4,39.0,19,39.0,1
0,7,11,2,2,1,9,24,121,16.0,5.0,5.0,5.0,5.0,11.0,22.0,2.0,12.0,9.0,0.0,2.0,34,24,49,39,14,24.0,39.0,34.0,24.0,44.0,24.0,14,9,34,49,39,29,14,24,39,49,4,44,39,34,39,14,4,26.0,19,24.0,0
0,7,12,2,2,1,9,24,121,24.0,0.0,12.0,4.0,0.0,7.0,22.0,2.0,12.0,9.0,0.0,2.0,34,24,49,39,14,34.0,29.0,39.0,44.0,19.0,24.0,14,9,34,49,39,29,14,24,39,49,4,44,39,34,39,14,4,27.0,19,24.0,1
0,7,7,2,2,1,9,24,121,49.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,12.0,9.0,0.0,2.0,34,24,49,39,14,29.0,34.0,39.0,34.0,44.0,39.0,14,9,34,49,39,29,14,24,39,49,4,44,39,34,39,14,4,34.0,19,39.0,1
0,6,11,2,2,1,4,4,121,17.0,9.0,9.0,9.0,0.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,34,39,44,34,39,19.0,49.0,39.0,24.0,39.0,34.0,4,4,29,34,29,34,34,24,34,34,34,44,34,39,34,4,39,20.0,4,29.0,0
0,6,4,2,2,1,4,4,121,29.0,0.0,0.0,19.0,0.0,0.0,9.0,9.0,9.0,9.0,4.0,4.0,34,39,44,34,39,39.0,34.0,39.0,49.0,34.0,39.0,4,4,29,34,29,34,34,24,34,34,34,44,34,39,34,4,39,20.0,4,39.0,0
0,6,4,2,0,0,4,4,121,9.0,8.0,9.0,8.0,6.0,5.0,9.0,9.0,9.0,9.0,4.0,4.0,34,39,44,34,39,19.0,34.0,39.0,39.0,29.0,34.0,4,4,29,34,29,34,34,24,34,34,34,44,34,39,34,4,39,26.0,4,19.0,0
0,6,6,2,2,1,4,4,121,14.0,2.0,7.0,19.0,2.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,34,39,44,34,39,39.0,49.0,34.0,49.0,34.0,49.0,4,4,29,34,29,34,34,24,34,34,34,44,34,39,34,4,39,20.0,4,39.0,1
0,6,7,2,3,0,4,4,121,14.0,4.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,4.0,4.0,34,39,44,34,39,29.0,44.0,39.0,44.0,39.0,44.0,4,4,29,34,29,34,34,24,34,34,34,44,34,39,34,4,39,30.0,4,34.0,0
0,6,8,2,2,1,4,4,121,24.0,0.0,14.0,4.0,0.0,4.0,9.0,9.0,9.0,9.0,4.0,4.0,34,39,44,34,39,24.0,49.0,39.0,19.0,39.0,9.0,4,4,29,34,29,34,34,24,34,34,34,44,34,39,34,4,39,34.0,4,19.0,0
0,6,14,2,2,1,4,4,121,17.0,7.0,12.0,4.0,2.0,4.0,9.0,9.0,9.0,9.0,4.0,4.0,34,39,44,34,39,34.0,49.0,49.0,34.0,49.0,24.0,4,4,29,34,29,34,34,24,34,34,34,44,34,39,34,4,39,33.0,4,24.0,0
0,6,11,2,2,1,4,4,121,16.0,5.0,5.0,5.0,5.0,11.0,9.0,9.0,9.0,9.0,4.0,4.0,34,39,44,34,39,24.0,44.0,44.0,24.0,44.0,34.0,4,4,29,34,29,34,34,24,34,34,34,44,34,39,34,4,39,28.0,4,29.0,0
0,6,12,2,2,1,4,4,121,24.0,0.0,12.0,4.0,0.0,7.0,9.0,9.0,9.0,9.0,4.0,4.0,34,39,44,34,39,44.0,39.0,49.0,49.0,34.0,39.0,4,4,29,34,29,34,34,24,34,34,34,44,34,39,34,4,39,13.0,4,39.0,1
0,6,7,2,2,1,4,4,121,49.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,4.0,4.0,34,39,44,34,39,39.0,44.0,49.0,49.0,39.0,39.0,4,4,29,34,29,34,34,24,34,34,34,44,34,39,34,4,39,20.0,4,49.0,1
0,6,11,0,2,0,4,4,121,17.0,9.0,9.0,9.0,0.0,2.0,4.0,12.0,9.0,12.0,2.0,7.0,24,34,39,44,24,29.0,44.0,34.0,29.0,34.0,29.0,49,39,44,34,39,34,44,9,29,44,9,24,29,29,19,4,4,33.0,19,29.0,1
